"No.","Time","Source","Destination","Protocol","Length","Info"
"209","310.486972","10.100.102.210","157.240.195.56","TLSv1.3","198","Application Data"
"210","310.514792","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"211","310.550075","157.240.195.56","10.100.102.210","TLSv1.3","89","Application Data"
"212","310.728033","157.240.195.56","10.100.102.210","TCP","1446","443  >  53205 [ACK] Seq=33638 Ack=1202 Win=273 Len=1392 [TCP segment of a reassembled PDU]"
"213","310.728033","157.240.195.56","10.100.102.210","TLSv1.3","286","Application Data, Application Data"
"214","310.728033","157.240.195.56","10.100.102.210","TCP","1446","443  >  53205 [ACK] Seq=35262 Ack=1202 Win=273 Len=1392 [TCP segment of a reassembled PDU]"
"215","310.728033","157.240.195.56","10.100.102.210","TLSv1.3","1446","Application Data"
"216","310.732907","157.240.195.56","10.100.102.210","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"217","310.732907","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"218","310.732907","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"219","310.741001","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"220","310.741001","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"221","310.765315","157.240.195.56","10.100.102.210","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"222","310.765315","157.240.195.56","10.100.102.210","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"223","310.765814","157.240.195.56","10.100.102.210","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"224","310.765814","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"225","310.765814","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"226","310.765814","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"227","310.766392","157.240.195.56","10.100.102.210","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"228","310.766392","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"229","310.766392","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"230","310.769597","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"231","310.776045","157.240.195.56","10.100.102.210","TLSv1.3","260","[TCP Previous segment not captured] , Continuation Data"
"232","313.607973","157.240.195.56","10.100.102.210","TLSv1.2","242","Application Data"
"233","313.654476","10.100.102.210","157.240.195.56","TLSv1.2","126","Application Data"
"234","313.832514","157.240.195.56","10.100.102.210","TLSv1.2","337","Application Data"
"235","313.849597","10.100.102.210","157.240.195.56","TLSv1.2","148","Application Data"
"236","313.856837","10.100.102.210","157.240.195.56","TLSv1.2","129","Application Data"
